title,imdb_rating,Processed Title,Success_x,n_unique_words_char_1,n_unique_words_char_2,n_unique_words_char_3,n_unique_words_char_4,n_unique_words_char_5,FK_read_level_char_1,FK_read_level_char_2,FK_read_level_char_3,FK_read_level_char_4,FK_read_level_char_5,n_stop_words_char_1,n_stop_words_char_2,n_stop_words_char_3,n_stop_words_char_4,n_stop_words_char_5,overall_polarity_char_1,overall_polarity_char_2,overall_polarity_char_3,overall_polarity_char_4,overall_polarity_char_5,tot_sents,tot_pass_sents,passive_ratio_x,num_pass_sents_char_1,num_pass_sents_char_2,num_pass_sents_char_3,num_pass_sents_char_4,num_pass_sents_char_5,num_sents_char_1,num_sents_char_2,num_sents_char_3,num_sents_char_4,num_sents_char_5,polarity_of_mentions_char_1,polarity_of_mentions_char_2,polarity_of_mentions_char_3,polarity_of_mentions_char_4,polarity_of_mentions_char_5,neg_polarity_of_mentions_char_1,neg_polarity_of_mentions_char_2,neg_polarity_of_mentions_char_3,neg_polarity_of_mentions_char_4,neg_polarity_of_mentions_char_5,pos_polarity_of_mentions_char_1,pos_polarity_of_mentions_char_2,pos_polarity_of_mentions_char_3,pos_polarity_of_mentions_char_4,pos_polarity_of_mentions_char_5,compound_polarity_of_mentions_char_1,compound_polarity_of_mentions_char_2,compound_polarity_of_mentions_char_3,compound_polarity_of_mentions_char_4,compound_polarity_of_mentions_char_5,tot_coref_sents,pct_coref_sents_x,n_coref_sents_char_1,n_coref_sents_char_2,n_coref_sents_char_3,n_coref_sents_char_4,n_coref_sents_char_5,fillers_per_sent_char_1,fillers_per_sent_char_2,fillers_per_sent_char_3,fillers_per_sent_char_4,fillers_per_sent_char_5,feels_per_sent_char_1,feels_per_sent_char_2,feels_per_sent_char_3,feels_per_sent_char_4,feels_per_sent_char_5,hw_per_sent_char_1,hw_per_sent_char_2,hw_per_sent_char_3,hw_per_sent_char_4,hw_per_sent_char_5,tot_feel_sents,tot_fill_sents,tot_hw_sents,feel_ratio,fill_ratio,hw_ratio,main_char_rel_diag_length,stdvs_unique_words_above_mean,FK_read_level_mean_char,stdvs_n_stop_words_above_mean,stdvs_n_curse_words_above_mean,stdvs_n_mentions_others_above_mean,passive_ratio_y,pct_coref_sents_y,tot_unique_per_sent,tot_stop_per_sent,std_of_overall_polarity,wav_polarity,avg_FK,sign_check_char_mention_polairty,std_of_char_mention_polarity,avg_sim_score,Success_y
Ted,6.9,Ted,1,792,796,481,301,312,2,2,1,2,6,139,138,127,92,82,0.9998,0.9998,0.9994,0.9912,0.9983,1382,36,0.02604920405209841,13,8,5,4,6,551,444,257,85,45,"{'neg': 0.113, 'neu': 0.695, 'pos': 0.192, 'compound': 1.0}","{'neg': 0.1, 'neu': 0.713, 'pos': 0.187, 'compound': 1.0}","{'neg': 0.101, 'neu': 0.708, 'pos': 0.191, 'compound': 0.9999}","{'neg': 0.118, 'neu': 0.718, 'pos': 0.164, 'compound': 0.9988}","{'neg': 0.089, 'neu': 0.697, 'pos': 0.214, 'compound': 0.9999}",0.113,0.1,0.101,0.118,0.08900000000000001,0.192,0.187,0.191,0.16399999999999998,0.214,1.0,1.0,0.9999,0.9988,0.9999,192,0.1389290882778582,62,64,41,6,19,73,37,30,6,1,9,7,12,3,0,149,117,83,22,15,31,147,386,0.02243125904486252,0.10636758321273516,0.2793053545586107,35.989080218395635,0.7118672469163203,2.6,0.5472619525410469,1.9866392972600189,1.2624262378258928,0.02604920405209841,0.1389290882778582,1.940665701881332,0.4182344428364689,0.003296058251912438,0.9991478292329956,2.6,1,0.000462168800331647,0.240149348910706,1
Unbreakable,7.3,Unbreakable,1,533,663,380,185,145,2,4,2,0,4,138,133,101,65,44,0.9737,0.9979,-0.9168,-0.8799,0.5661,804,51,0.06343283582089553,10,25,10,4,2,314,238,154,69,29,"{'neg': 0.11, 'neu': 0.765, 'pos': 0.125, 'compound': 0.9966}","{'neg': 0.089, 'neu': 0.786, 'pos': 0.125, 'compound': 0.9979}","{'neg': 0.11, 'neu': 0.788, 'pos': 0.102, 'compound': -0.988}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.077, 'neu': 0.826, 'pos': 0.096, 'compound': 0.5661}",0.11,0.08900000000000001,0.11,0.0,0.077,0.125,0.125,0.102,0.0,0.096,0.9966,0.9979,-0.988,0.0,0.5661,54,0.06716417910447761,27,10,16,0,1,28,52,13,4,7,19,21,6,8,1,93,88,61,25,4,55,104,271,0.06840796019900497,0.12935323383084574,0.3370646766169154,33.170470517368315,-0.5502155935207742,2.4,-0.7571754425030719,-0.7094099495472512,-0.6691373968825205,0.06343283582089553,0.06716417910447761,2.370646766169154,0.5982587064676617,0.8682505813415847,0.4449733830845771,2.4,0,0.7471298452076452,0.22506243794408304,1
Mission to Mars,5.6,Mission-to-Mars,1,792,568,548,447,404,2,2,2,3,2,150,124,131,107,102,-0.823,0.9311,0.9967,-0.9954,-0.9387,1175,39,0.033191489361702124,15,7,11,3,3,394,246,231,151,153,"{'neg': 0.091, 'neu': 0.821, 'pos': 0.088, 'compound': -0.9572}","{'neg': 0.124, 'neu': 0.742, 'pos': 0.134, 'compound': 0.9869}","{'neg': 0.1, 'neu': 0.766, 'pos': 0.135, 'compound': 0.9995}","{'neg': 0.141, 'neu': 0.763, 'pos': 0.096, 'compound': -0.9994}","{'neg': 0.072, 'neu': 0.86, 'pos': 0.068, 'compound': -0.9901}",0.091,0.124,0.1,0.141,0.07200000000000001,0.08800000000000001,0.134,0.135,0.096,0.068,-0.9572,0.9869,0.9995,-0.9994,-0.9901,99,0.08425531914893616,49,14,9,22,5,25,15,47,14,25,11,5,8,2,2,108,50,70,38,36,28,126,302,0.023829787234042558,0.1072340425531915,0.2570212765957447,34.21225943361709,0.8369385193920684,2.2,1.0313830476089672,-0.6187864454528892,-0.07297578123177566,0.033191489361702124,0.08425531914893616,2.348085106382978,0.5225531914893617,0.9243503937360552,-0.1352342127659574,2.2,0,0.9678705339041992,0.2258513617360126,1
Terminator Salvation,6.6,Terminator-Salvation,1,447,357,281,224,211,1,2,5,3,5,125,104,82,77,62,-0.9965,-0.9963,0.9841,0.8293,0.9888,502,32,0.06374501992031872,9,5,7,6,5,237,106,72,51,36,"{'neg': 0.128, 'neu': 0.78, 'pos': 0.092, 'compound': -0.9965}","{'neg': 0.153, 'neu': 0.754, 'pos': 0.093, 'compound': -0.9963}","{'neg': 0.104, 'neu': 0.744, 'pos': 0.152, 'compound': 0.9841}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.128,0.153,0.104,0.0,0.0,0.092,0.093,0.152,0.0,0.0,-0.9965,-0.9963,0.9841,0.0,0.0,17,0.03386454183266932,2,6,9,0,0,49,10,20,10,3,9,2,3,0,1,50,38,22,14,17,15,92,141,0.029880478087649407,0.18326693227091634,0.2808764940239044,37.71133460179397,-1.1755719558995148,3.2,-1.174057496589337,-0.4601953132877557,-0.8360626492647291,0.06374501992031872,0.03386454183266932,3.0278884462151394,0.896414342629482,0.94747211125183,-0.3845258964143426,3.2,0,0.7416985387608634,0.24202752254504856,1
Life,6.6,Life,0,896,803,341,234,188,2,1,3,3,2,151,153,85,71,64,0.9969,0.9985,-0.9953,-0.9157,0.967,1268,42,0.033123028391167195,12,18,5,7,0,550,515,99,59,45,"{'neg': 0.115, 'neu': 0.752, 'pos': 0.133, 'compound': 0.9998}","{'neg': 0.115, 'neu': 0.746, 'pos': 0.139, 'compound': 0.9996}","{'neg': 0.131, 'neu': 0.796, 'pos': 0.072, 'compound': -0.9988}","{'neg': 0.1, 'neu': 0.809, 'pos': 0.092, 'compound': -0.9862}","{'neg': 0.085, 'neu': 0.767, 'pos': 0.147, 'compound': 0.967}",0.115,0.115,0.131,0.1,0.085,0.133,0.139,0.07200000000000001,0.092,0.147,0.9998,0.9996,-0.9988,-0.9862,0.967,87,0.06861198738170347,34,34,3,9,7,15,18,10,2,5,21,23,3,2,4,161,127,37,25,15,53,50,365,0.0417981072555205,0.03943217665615142,0.2878548895899053,44.140211079557496,0.35452075412846856,2.2,-0.17891969006083366,0.3554162235615025,0.09394947115043288,0.033123028391167195,0.06861198738170347,1.941640378548896,0.4132492113564669,0.9522542778060912,0.7519530757097792,2.2,0,0.9707164249151242,0.2397088184241508,0
Killing Zoe,6.5,Killing-Zoe,0,576,327,289,222,186,1,1,1,1,3,147,102,92,72,67,-0.9996,0.992,0.8937,0.9912,-0.9045,1067,23,0.02155576382380506,9,6,2,4,2,541,247,119,112,48,"{'neg': 0.168, 'neu': 0.701, 'pos': 0.131, 'compound': -1.0}","{'neg': 0.101, 'neu': 0.769, 'pos': 0.131, 'compound': 0.999}","{'neg': 0.101, 'neu': 0.773, 'pos': 0.126, 'compound': 0.9648}","{'neg': 0.038, 'neu': 0.834, 'pos': 0.128, 'compound': 0.9989}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.168,0.101,0.101,0.038,0.0,0.131,0.131,0.126,0.128,0.0,-1.0,0.999,0.9648,0.9989,0.0,40,0.03748828491096532,14,13,4,9,0,14,15,7,2,0,14,5,0,6,5,85,61,38,31,16,30,38,231,0.028116213683223992,0.03561387066541706,0.21649484536082475,51.72046234302654,-1.0456277767039324,1.4,-0.770623250699403,2.077262801354381,-0.6770862184245304,0.02155576382380506,0.03748828491096532,1.499531396438613,0.4498594189315839,0.9373679717165506,-0.11416204311152765,1.4,0,0.7945065124969083,0.21906807469015235,0
The Italian Job,7.0,"Italian-Job,-The",1,607,358,408,276,300,2,1,4,2,2,124,105,103,84,105,0.9972,0.989,0.9896,-0.8125,0.9945,696,23,0.03304597701149425,8,4,6,2,3,261,142,110,81,102,"{'neg': 0.082, 'neu': 0.794, 'pos': 0.124, 'compound': 0.9997}","{'neg': 0.068, 'neu': 0.814, 'pos': 0.118, 'compound': 0.989}","{'neg': 0.039, 'neu': 0.872, 'pos': 0.088, 'compound': 0.9988}","{'neg': 0.098, 'neu': 0.823, 'pos': 0.079, 'compound': -0.9305}","{'neg': 0.085, 'neu': 0.763, 'pos': 0.151, 'compound': 0.9945}",0.08199999999999999,0.068,0.039,0.098,0.085,0.124,0.118,0.08800000000000001,0.079,0.151,0.9997,0.989,0.9988,-0.9305,0.9945,39,0.05603448275862069,19,5,6,6,3,5,5,8,0,4,9,6,3,2,2,59,29,17,17,33,22,22,155,0.03160919540229885,0.03160919540229885,0.22270114942528732,39.33711117452809,-0.4787462949632039,2.2,-0.21926311464982706,-0.4148835612405747,-0.7804208984706595,0.03304597701149425,0.05603448275862069,2.800287356321839,0.7485632183908046,0.722036471654999,0.7833185344827587,2.2,0,0.7704093171814577,0.2687717065936434,1
Army of Darkness,7.6,Army-of-Darkness,1,594,151,156,142,86,2,1,4,2,3,126,70,62,52,31,-0.9974,-0.9932,-0.9886,-0.9123,-0.8793,397,16,0.04030226700251889,11,0,4,1,0,256,44,44,34,19,"{'neg': 0.136, 'neu': 0.754, 'pos': 0.11, 'compound': -0.9988}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.14, 'neu': 0.808, 'pos': 0.052, 'compound': -0.9969}","{'neg': 0.171, 'neu': 0.692, 'pos': 0.137, 'compound': -0.973}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.136,0.0,0.14,0.171,0.0,0.11,0.0,0.052000000000000005,0.13699999999999998,0.0,-0.9988,0.0,-0.9969,-0.973,0.0,14,0.03526448362720403,7,0,2,5,0,41,2,3,1,1,3,3,1,4,0,38,5,7,1,1,11,48,52,0.027707808564231738,0.12090680100755667,0.1309823677581864,63.403748884260644,-1.8106741317179242,2.4,-2.6398685899894287,-0.6414423214764797,-0.963243793936888,0.04030226700251889,0.03526448362720403,2.84382871536524,0.8589420654911839,0.048859414650607516,-0.9830188916876572,2.4,0,0.4848719649556984,0.31128520681772226,1
Antitrust,6.1,Antitrust,0,793,527,338,312,224,2,3,2,2,6,148,130,107,94,66,0.9995,0.9953,0.7715,0.9147,0.9238,1041,35,0.033621517771373684,15,6,2,7,5,530,195,143,125,48,"{'neg': 0.082, 'neu': 0.78, 'pos': 0.138, 'compound': 1.0}","{'neg': 0.077, 'neu': 0.798, 'pos': 0.125, 'compound': 0.9995}","{'neg': 0.104, 'neu': 0.796, 'pos': 0.1, 'compound': -0.5767}","{'neg': 0.088, 'neu': 0.805, 'pos': 0.106, 'compound': 0.9698}","{'neg': 0.074, 'neu': 0.823, 'pos': 0.103, 'compound': 0.9892}",0.08199999999999999,0.077,0.104,0.08800000000000001,0.07400000000000001,0.138,0.125,0.1,0.106,0.103,1.0,0.9995,-0.5767,0.9698,0.9892,68,0.06532180595581172,23,13,16,10,6,32,8,3,3,2,13,6,6,3,0,161,70,44,48,15,28,48,338,0.026897214217098942,0.04610951008645533,0.32468780019212296,48.82426644132988,-0.08079224617673264,3.0,0.10348428206211988,-0.6867540735236607,-0.3193892490340835,0.033621517771373684,0.06532180595581172,2.107588856868396,0.5235350624399616,0.08255968992189834,0.9537203650336216,3.0,0,0.626625497725715,0.2289832085269896,0
Star Trek: First Contact,7.6,Star-Trek-First-Contact,1,568,345,269,251,314,3,5,6,4,4,136,90,73,71,86,0.9919,-0.961,-0.9956,-0.9559,0.9887,592,31,0.052364864864864864,10,10,4,3,4,257,105,77,77,76,"{'neg': 0.071, 'neu': 0.832, 'pos': 0.097, 'compound': 0.999}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.153, 'neu': 0.789, 'pos': 0.058, 'compound': -0.9956}","{'neg': 0.097, 'neu': 0.828, 'pos': 0.075, 'compound': -0.9862}","{'neg': 0.06, 'neu': 0.817, 'pos': 0.122, 'compound': 0.9887}",0.071,0.0,0.153,0.097,0.06,0.097,0.0,0.058,0.075,0.122,0.999,0.0,-0.9956,-0.9862,0.9887,21,0.03547297297297297,11,0,2,7,1,89,34,24,28,36,4,2,0,3,1,73,27,13,27,33,10,211,173,0.01689189189189189,0.3564189189189189,0.2922297297297297,40.937135234283815,-0.8068553474320496,4.4,-1.0933706474113498,-0.7094099495472512,-0.7247791476765899,0.052364864864864864,0.03547297297297297,2.9510135135135136,0.7702702702702703,0.9608528449247574,0.1332584459459459,4.4,0,0.8876183332942149,0.21714522620543,1
Amour,7.9,Amour,1,793,383,300,187,124,2,1,2,3,2,144,115,101,66,51,0.9998,0.9996,0.8113,0.9841,-0.7326,909,38,0.041804180418041806,24,9,3,1,1,519,226,98,38,28,"{'neg': 0.091, 'neu': 0.752, 'pos': 0.158, 'compound': 1.0}","{'neg': 0.093, 'neu': 0.682, 'pos': 0.224, 'compound': 0.9996}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.091,0.093,0.0,0.0,0.0,0.158,0.224,0.0,0.0,0.0,1.0,0.9996,0.0,0.0,0.0,32,0.0352035203520352,26,6,0,0,0,73,71,6,6,3,16,2,5,2,2,150,41,31,19,15,27,159,256,0.0297029702970297,0.17491749174917492,0.2816281628162816,58.834931646602726,-0.7418832578342583,2.0,-0.8109666752883964,-0.6414423214764797,-0.7883697200126695,0.041804180418041806,0.0352035203520352,1.9658965896589655,0.5247524752475248,0.6762765250990159,0.9254083608360836,2.0,0,0.4897999853001223,0.3466535441739009,1
Margaret,6.5,Margaret,0,1243,648,504,360,366,3,2,3,3,5,176,142,133,101,105,1.0,0.9993,0.9993,0.9972,-0.9918,2020,75,0.03712871287128714,41,11,13,2,8,1178,408,244,114,76,"{'neg': 0.102, 'neu': 0.711, 'pos': 0.186, 'compound': 1.0}","{'neg': 0.113, 'neu': 0.735, 'pos': 0.152, 'compound': 0.9999}","{'neg': 0.099, 'neu': 0.732, 'pos': 0.169, 'compound': 0.9999}","{'neg': 0.095, 'neu': 0.742, 'pos': 0.162, 'compound': 0.9997}","{'neg': 0.14, 'neu': 0.761, 'pos': 0.099, 'compound': -0.9981}",0.102,0.113,0.099,0.095,0.14,0.18600000000000005,0.152,0.16899999999999998,0.162,0.099,1.0,0.9999,0.9999,0.9997,-0.9981,105,0.05198019801980198,36,41,15,9,4,142,63,16,16,10,69,21,14,9,4,562,179,92,43,40,117,247,916,0.057920792079207924,0.12227722772277227,0.4534653465346535,56.56212569361265,1.4233116280121345,3.2,1.6096388000512054,0.6046308598209981,0.7219063729692174,0.03712871287128714,0.05198019801980198,1.545049504950495,0.3252475247524753,0.7963005538111851,0.9246770297029704,3.2,0,0.7991900059435179,0.2757004305639106,0
Black Rain,6.6,Black-Rain,1,714,433,381,245,288,1,2,2,1,2,140,99,105,76,79,0.9971,-0.9812,-0.9597,-0.9701,-0.9938,900,36,0.04,12,9,3,5,7,406,191,137,80,86,"{'neg': 0.078, 'neu': 0.809, 'pos': 0.113, 'compound': 0.9998}","{'neg': 0.118, 'neu': 0.792, 'pos': 0.09, 'compound': -0.9986}","{'neg': 0.09, 'neu': 0.836, 'pos': 0.074, 'compound': -0.9965}","{'neg': 0.102, 'neu': 0.826, 'pos': 0.072, 'compound': -0.9979}","{'neg': 0.131, 'neu': 0.811, 'pos': 0.058, 'compound': -0.9996}",0.078,0.118,0.09,0.102,0.131,0.113,0.09,0.07400000000000001,0.07200000000000001,0.058,0.9998,-0.9986,-0.9965,-0.9979,-0.9996,161,0.17888888888888888,54,46,28,13,20,30,25,23,9,10,4,2,7,5,0,85,50,38,17,15,18,97,205,0.02,0.10777777777777778,0.22777777777777775,43.63410301953818,-0.2968244440893885,1.6,-0.5151148949691117,-0.14301304895748862,0.4119023328308301,0.04,0.17888888888888888,2.29,0.5544444444444444,0.7894016128688869,-0.08571144444444444,1.6,0,0.7991806369025716,0.3504931107769354,1
15 Minutes,6.1,15-Minutes,1,507,565,427,323,282,1,1,1,2,3,125,135,119,95,102,-0.9787,0.9965,-0.9988,0.9781,0.9741,1159,39,0.03364969801553063,6,19,9,3,2,312,341,280,135,91,"{'neg': 0.126, 'neu': 0.761, 'pos': 0.113, 'compound': -0.9787}","{'neg': 0.113, 'neu': 0.741, 'pos': 0.146, 'compound': 0.9965}","{'neg': 0.192, 'neu': 0.688, 'pos': 0.12, 'compound': -0.9997}","{'neg': 0.14, 'neu': 0.685, 'pos': 0.174, 'compound': 0.9971}","{'neg': 0.086, 'neu': 0.784, 'pos': 0.129, 'compound': 0.9964}",0.126,0.113,0.192,0.14,0.086,0.113,0.146,0.12,0.174,0.129,-0.9787,0.9965,-0.9997,0.9971,0.9964,20,0.01725625539257981,6,1,2,6,5,9,20,13,14,6,14,8,6,2,4,57,72,42,28,18,34,62,217,0.02933563416738568,0.053494391716997415,0.18723037100949091,25.569115231166396,-0.2269794477717629,1.6,0.5203663361483847,0.10620158730200692,-0.6929838615085503,0.03364969801553063,0.01725625539257981,1.815358067299396,0.4969801553062985,0.9659577539416516,-0.021160742018981847,1.6,0,0.9728947001603,0.2178942498895152,1
Lord of War,7.6,Lord-of-War,1,1447,275,183,333,116,4,2,1,4,2,166,93,63,89,49,-0.9998,0.9967,0.6581,-0.9956,-0.956,1052,53,0.05038022813688213,44,5,0,3,1,740,118,73,91,30,"{'neg': 0.152, 'neu': 0.741, 'pos': 0.107, 'compound': -1.0}","{'neg': 0.117, 'neu': 0.687, 'pos': 0.196, 'compound': 0.9992}","{'neg': 0.109, 'neu': 0.761, 'pos': 0.129, 'compound': 0.6581}","{'neg': 0.154, 'neu': 0.781, 'pos': 0.064, 'compound': -0.9956}","{'neg': 0.169, 'neu': 0.724, 'pos': 0.107, 'compound': -0.956}",0.152,0.117,0.109,0.154,0.16899999999999998,0.107,0.196,0.129,0.064,0.107,-1.0,0.9992,0.6581,-0.9956,-0.956,52,0.049429657794676805,28,13,8,2,1,27,2,4,3,1,20,5,3,5,0,190,30,9,24,13,33,37,266,0.03136882129277566,0.03517110266159696,0.252851711026616,75.95182223073607,0.17909611221443228,2.6,-1.0395794146260249,0.33276034753791195,-0.5737515383784013,0.05038022813688213,0.049429657794676805,2.2376425855513307,0.4372623574144487,0.8938710855598809,-0.6592012357414448,2.6,0,0.8946070771014502,0.2008669557912166,1
Blood and Wine,6.0,Blood-and-Wine,0,1057,791,551,557,493,2,2,1,2,2,150,133,128,124,108,0.999,-0.9248,-0.9967,-0.8788,-0.9489,1639,45,0.02745576571079927,18,9,7,6,5,561,438,267,206,167,"{'neg': 0.081, 'neu': 0.803, 'pos': 0.116, 'compound': 0.9999}","{'neg': 0.104, 'neu': 0.793, 'pos': 0.103, 'compound': -0.9769}","{'neg': 0.139, 'neu': 0.755, 'pos': 0.106, 'compound': -0.9991}","{'neg': 0.095, 'neu': 0.813, 'pos': 0.092, 'compound': -0.9813}","{'neg': 0.118, 'neu': 0.778, 'pos': 0.104, 'compound': -0.9893}",0.081,0.104,0.139,0.095,0.118,0.116,0.103,0.106,0.092,0.104,0.9999,-0.9769,-0.9991,-0.9813,-0.9893,224,0.1366687004270897,89,55,28,35,17,24,13,5,3,10,10,8,7,2,6,100,62,45,43,39,33,55,289,0.020134228187919462,0.03355704697986577,0.17632702867602196,35.98639086450586,1.9560827627140225,1.8,1.4213694853025698,0.03823395923123543,0.9603710192295154,0.02745576571079927,0.1366687004270897,2.1043319097010373,0.3923123856009762,0.7754543922114313,-0.27470494203782786,1.8,0,0.7946559547376459,0.378953170377054,0
The Fault in Our Stars,7.7,"Fault-in-Our-Stars,-The",1,927,773,275,276,315,2,2,1,3,4,159,154,81,93,91,0.9998,0.9999,0.8862,0.9849,0.9842,1352,25,0.01849112426035503,12,6,3,2,2,630,429,111,96,86,"{'neg': 0.127, 'neu': 0.695, 'pos': 0.178, 'compound': 0.9999}","{'neg': 0.108, 'neu': 0.673, 'pos': 0.219, 'compound': 1.0}","{'neg': 0.09, 'neu': 0.768, 'pos': 0.142, 'compound': 0.9942}","{'neg': 0.144, 'neu': 0.679, 'pos': 0.177, 'compound': 0.9953}","{'neg': 0.107, 'neu': 0.756, 'pos': 0.137, 'compound': 0.9929}",0.127,0.108,0.09,0.14400000000000002,0.107,0.17800000000000002,0.219,0.142,0.177,0.13699999999999998,0.9999,1.0,0.9942,0.9953,0.9929,98,0.07248520710059171,32,38,11,11,6,101,57,14,13,5,20,13,4,5,4,189,111,40,31,40,46,190,411,0.03402366863905325,0.14053254437869822,0.3039940828402367,46.31341945919951,0.5234481870827258,2.4,0.5472619525410469,-0.1656689249810791,-0.27964514132403384,0.01849112426035503,0.07248520710059171,1.8979289940828403,0.4275147928994083,0.04294913270369962,0.988454807692308,2.4,1,0.002949305002877805,0.3226055275306227,1
The Cooler,7.0,"Cooler,-The",1,523,579,426,230,254,2,2,1,2,4,125,125,121,68,81,0.9956,-0.9912,0.9989,0.9936,0.9957,935,34,0.03636363636363636,10,13,5,3,3,286,289,232,61,67,"{'neg': 0.086, 'neu': 0.797, 'pos': 0.117, 'compound': 0.9988}","{'neg': 0.148, 'neu': 0.713, 'pos': 0.139, 'compound': -0.9989}","{'neg': 0.073, 'neu': 0.766, 'pos': 0.161, 'compound': 0.9997}","{'neg': 0.096, 'neu': 0.706, 'pos': 0.198, 'compound': 0.9983}","{'neg': 0.052, 'neu': 0.785, 'pos': 0.162, 'compound': 0.9957}",0.086,0.14800000000000002,0.073,0.096,0.052000000000000005,0.117,0.139,0.161,0.198,0.162,0.9988,-0.9989,0.9997,0.9983,0.9957,111,0.11871657754010695,46,20,32,8,5,53,19,42,6,6,12,11,9,6,4,61,70,61,14,12,42,126,218,0.044919786096256686,0.13475935828877006,0.2331550802139037,29.64947811185543,-0.3780395560866275,2.2,-0.23271092284615816,1.057748380292808,-0.09682224585780544,0.03636363636363636,0.11871657754010695,2.1518716577540107,0.5561497326203209,0.7948618128958014,0.38219368983957225,2.2,0,0.798811107584265,0.2766650958873585,1
Big Eyes,7.0,Big-Eyes,1,1251,761,177,177,143,2,2,0,4,5,167,145,69,69,38,0.9999,0.9995,0.9786,0.8624,-0.4706,1290,44,0.034108527131782945,18,20,1,4,1,723,421,70,37,39,"{'neg': 0.107, 'neu': 0.729, 'pos': 0.164, 'compound': 1.0}","{'neg': 0.088, 'neu': 0.767, 'pos': 0.145, 'compound': 0.9999}","{'neg': 0.057, 'neu': 0.809, 'pos': 0.134, 'compound': 0.9786}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.104, 'neu': 0.803, 'pos': 0.093, 'compound': -0.6754}",0.107,0.08800000000000001,0.057,0.0,0.104,0.16399999999999998,0.145,0.134,0.0,0.093,1.0,0.9999,0.9786,0.0,-0.6754,67,0.05193798449612403,10,41,1,0,15,124,90,5,4,10,14,12,1,0,0,137,109,16,15,6,27,233,283,0.02093023255813953,0.1806201550387597,0.2193798449612403,56.22538267411967,0.4308629594058733,2.6,-0.663040785128754,-0.5055070653349367,-0.4783656798742821,0.034108527131782945,0.05193798449612403,1.9449612403100776,0.3782945736434109,0.5745512913570032,0.9502128682170542,2.6,0,0.6859692716149899,0.2172743348442083,1
Snow White and the Huntsman,6.1,Snow-White-and-the-Huntsman,1,922,631,677,386,344,2,2,3,2,2,161,152,139,114,97,-0.9886,0.9988,-0.9984,-0.8231,0.8207,1282,54,0.0421216848673947,15,13,17,6,3,415,332,283,143,109,"{'neg': 0.121, 'neu': 0.767, 'pos': 0.112, 'compound': -0.9992}","{'neg': 0.088, 'neu': 0.791, 'pos': 0.122, 'compound': 0.9999}","{'neg': 0.126, 'neu': 0.782, 'pos': 0.092, 'compound': -0.9998}","{'neg': 0.122, 'neu': 0.759, 'pos': 0.118, 'compound': -0.9837}","{'neg': 0.113, 'neu': 0.769, 'pos': 0.118, 'compound': 0.9815}",0.121,0.08800000000000001,0.126,0.122,0.113,0.112,0.122,0.092,0.118,0.118,-0.9992,0.9999,-0.9998,-0.9837,0.9815,130,0.10140405616224647,23,42,30,22,13,13,24,21,5,0,3,9,4,0,4,62,49,59,22,28,20,63,220,0.015600624024961,0.049141965678627136,0.17160686427457095,34.231795354676706,1.1634232696209694,2.2,1.6903256492291925,-0.7094099495472512,0.4516464405408798,0.0421216848673947,0.10140405616224647,2.308892355694228,0.517160686427457,0.9084622598655381,-0.3037921996879875,2.2,0,0.9724493089102384,0.30486746947894555,1
Analyze That,5.9,Analyze-That,0,800,781,261,258,272,2,1,2,1,2,149,142,93,75,82,0.9715,-0.9837,0.9861,0.9937,0.9947,1416,41,0.028954802259887006,19,16,3,2,1,574,566,100,81,95,"{'neg': 0.124, 'neu': 0.742, 'pos': 0.134, 'compound': 0.9977}","{'neg': 0.127, 'neu': 0.754, 'pos': 0.119, 'compound': -0.9979}","{'neg': 0.08, 'neu': 0.807, 'pos': 0.113, 'compound': 0.9861}","{'neg': 0.097, 'neu': 0.716, 'pos': 0.188, 'compound': 0.9937}","{'neg': 0.091, 'neu': 0.749, 'pos': 0.16, 'compound': 0.9994}",0.124,0.127,0.08,0.097,0.091,0.134,0.119,0.113,0.188,0.16,0.9977,-0.9979,0.9861,0.9937,0.9994,36,0.025423728813559324,15,12,6,1,2,3,4,0,1,1,27,15,5,2,4,147,135,37,20,33,53,9,372,0.03742937853107345,0.006355932203389831,0.2627118644067797,41.18499364704309,0.203460645813604,1.6,0.0496930492767954,1.2843071405287132,-0.6850350399665404,0.028954802259887006,0.025423728813559324,1.6751412429378532,0.3820621468926554,0.7881236796341041,0.1938298022598869,1.6,0,0.7968631952851128,0.2496390000103728,0
